ID,Address,Match,MatchDetail,AddressMatch,Long,Lat,LR
723,"81 P ST NW, Washington, DC, 20001",Match,Exact,"81 P St NW, WASHINGTON, DC, 20001","-77.0115,38.909653",76226500,R
724,"810 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"810 Delafield Pl NW, WASHINGTON, DC, 20011","-77.02393,38.949066",76223473,L
725,"810 SOMERSET PL NW, Washington, DC, 20011",Match,Exact,"810 Somerset Pl NW, WASHINGTON, DC, 20011","-77.02446,38.966698",76221883,L
726,"8126 WEST BEACH DR NW, Washington, DC, 20012",Match,Exact,"8126 W Beach Dr NW, WASHINGTON, DC, 20012","-77.04421,38.98918",76221317,L
727,"814 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"814 Buchanan St NW, WASHINGTON, DC, 20011","-77.02386,38.946186",76223491,L
728,"814 EMERSON ST NW, Washington, DC, 20011",Match,Exact,"814 Emerson St NW, WASHINGTON, DC, 20011","-77.02403,38.949802",76223471,L
729,"816 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"816 Delafield Pl NW, WASHINGTON, DC, 20011","-77.02403,38.949062",76223473,L
730,"817 TUCKERMAN ST NW, Washington, DC, 20011",Match,Exact,"817 Tuckerman St NW, WASHINGTON, DC, 20011","-77.02473,38.967304",632601235,R
731,"819 52ND ST NE, Washington, DC, 20019",Match,Exact,"819 52nd St NE, WASHINGTON, DC, 20019","-76.926476,38.900215",76233971,R
732,"819 E ST SE, Washington, DC, 20003",Match,Exact,"819 E St SE, WASHINGTON, DC, 20003","-76.99471,38.88271",76230698,R
733,"82 TUCKERMAN ST NW, Washington, DC, 20011",Match,Exact,"82 Tuckerman St NW, WASHINGTON, DC, 20011","-77.01094,38.967743",632601317,L
734,"820 CRITTENDEN ST NE, Washington, DC, 20017",Match,Exact,"820 Crittenden St NE, WASHINGTON, DC, 20017","-76.994415,38.947304",76228185,L
735,"821 JEFFERSON ST NE, Washington, DC, 20011",Match,Exact,"821 Jefferson St NE, WASHINGTON, DC, 20011","-76.993195,38.956356",76228099,R
736,"822 20TH ST NE, Washington, DC, 20002",Match,Exact,"822 20th St NE, WASHINGTON, DC, 20002","-76.975204,38.900745",76231281,L
737,"822 EMERSON ST NW, Washington, DC, 20011",Match,Exact,"822 Emerson St NW, WASHINGTON, DC, 20011","-77.02416,38.949802",76223471,L
738,"824 OTIS PL NW, Washington, DC, 20010",Match,Exact,"824 Otis Pl NW, WASHINGTON, DC, 20010","-77.02452,38.934116",76224078,L
739,"827 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"827 Ingraham St NW, WASHINGTON, DC, 20011","-77.02443,38.95419",76223303,R
740,"827 RANDOLPH ST NW, Washington, DC, 20011",Match,Exact,"827 Randolph St NW, WASHINGTON, DC, 20011","-77.02363,38.938725",76223549,R
741,"828 JEFFERSON ST NE, Washington, DC, 20011",Match,Exact,"828 Jefferson St NE, WASHINGTON, DC, 20011","-76.99348,38.956383",76228099,L
742,"829 11TH ST NE, Washington, DC, 20002",Match,Exact,"829 11th St NE, WASHINGTON, DC, 20002","-76.99151,38.900543",76229804,R
743,"829 HILLTOP TER SE, Washington, DC, 20019",Match,Exact,"829 Hilltop Ter SE, WASHINGTON, DC, 20019","-76.940575,38.879517",76233706,R
744,"831 XENIA ST SE, Washington, DC, 20032",Match,Exact,"831 Xenia St SE, WASHINGTON, DC, 20032","-76.99371,38.833004",76232674,R
745,"832 50TH PL NE, Washington, DC, 20019",Match,Exact,"832 50th Pl NE, WASHINGTON, DC, 20019","-76.928444,38.900917",76233410,L
746,"832 5TH ST NE, Washington, DC, 20002",Match,Exact,"832 5th St NE, WASHINGTON, DC, 20002","-76.99953,38.90059",76229734,L
747,"832 DIVISION AVE NE, Washington, DC, 20019",Match,Exact,"832 Division Ave NE, WASHINGTON, DC, 20019","-76.92472,38.900997",76233975,L
748,"832 YUMA ST SE, Washington, DC, 20032",Match,Exact,"832 Yuma St SE, WASHINGTON, DC, 20032","-76.99342,38.832",76232640,L
749,"834 21ST ST NE, Washington, DC, 20002",Match,Exact,"834 21st St NE, WASHINGTON, DC, 20002","-76.9742,38.901134",76231276,L
750,"834 MADISON ST NW, Washington, DC, 20011",Match,Exact,"834 Madison St NW, WASHINGTON, DC, 20011","-77.024765,38.958435",76223262,L
751,"834 XENIA ST SE, Washington, DC, 20032",Tie,,,-76.9954047,38.8332972,
752,"840 JEFFERSON ST NE, Washington, DC, 20011",Match,Exact,"840 Jefferson St NE, WASHINGTON, DC, 20011","-76.99322,38.956383",76228099,L
753,"843 XENIA ST SE, Washington, DC, 20032",Match,Exact,"843 Xenia St SE, WASHINGTON, DC, 20032","-76.99341,38.833008",76232674,R
754,"845 50TH PL NE, Washington, DC, 20019",Match,Exact,"845 50th Pl NE, WASHINGTON, DC, 20019","-76.92814,38.901108",76233410,R
755,"853 51ST ST NE, Washington, DC, 20019",Match,Exact,"853 51st St NE, WASHINGTON, DC, 20019","-76.927055,38.900818",76233970,R
756,"859 VENABLE PL NW, Washington, DC, 20012",Match,Exact,"859 Venable Pl NW, WASHINGTON, DC, 20012","-77.025696,38.970753",76221816,R
757,"9 U ST NW, Washington, DC, 20001",Match,Exact,"9 U St NW, WASHINGTON, DC, 20001","-77.00959,38.91701",632575765,R
758,"902 MADISON ST NW, Washington, DC, 20011",Match,Exact,"902 Madison St NW, WASHINGTON, DC, 20011","-77.026024,38.9584",76223238,L
759,"904 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"904 Delafield Pl NW, WASHINGTON, DC, 20011","-77.02556,38.94902",76223450,L
760,"905 QUACKENBOS ST NW, Washington, DC, 20011",Match,Exact,"905 Quackenbos St NW, WASHINGTON, DC, 20011","-77.02612,38.963787",76221861,R
761,"906 11TH ST NE, Washington, DC, 20002",Match,Exact,"906 11th St NE, WASHINGTON, DC, 20002","-76.99155,38.901447",76230122,L
762,"906 ALLISON ST NW, Washington, DC, 20011",Match,Exact,"906 Allison St NW, WASHINGTON, DC, 20011","-77.02531,38.945076",76223493,L
763,"914 SHERIDAN ST NW, Washington, DC, 20011",Match,Exact,"914 Sheridan St NW, WASHINGTON, DC, 20011","-77.02626,38.96612",76221859,L
764,"915 9TH ST NE, Washington, DC, 20002",Match,Exact,"915 9th St NE, WASHINGTON, DC, 20002","-76.99374,38.90154",76229797,R
765,"917 MARYLAND AVE NE, Washington, DC, 20002",Match,Exact,"917 Maryland Ave NE, WASHINGTON, DC, 20002","-76.99314,38.896156",76229982,R
766,"918 46TH ST NE, Washington, DC, 20019",Match,Exact,"918 46th St NE, WASHINGTON, DC, 20019","-76.9366,38.90176",76233288,L
767,"930 LONGFELLOW ST NW, Washington, DC, 20011",Match,Exact,"930 Longfellow St NW, WASHINGTON, DC, 20011","-77.02657,38.95731",76240214,L
768,"11 S ST NW, Washington, DC, 20001",Match,Exact,"11 S St NW, WASHINGTON, DC, 20001","-77.00949,38.914097",76224655,R
769,"1151 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1151 Morse St NE, WASHINGTON, DC, 20002","-76.990875,38.904182",76229789,R
770,"117 T ST NW, Washington, DC, 20001",Match,Exact,"117 T St NW, WASHINGTON, DC, 20001","-77.012985,38.9156",76237767,R
771,"12 RHODE ISLAND AVE NE, Washington, DC, 20002",Match,Exact,"12 Rhode Island Ave NE, WASHINGTON, DC, 20002","-77.008545,38.916996",76224685,L
772,"1227 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1227 Morse St NE, WASHINGTON, DC, 20002","-76.98877,38.903286",76230135,R
773,"1241 SHEPHERD ST NW, Washington, DC, 20011",Match,Exact,"1241 Shepherd St NW, WASHINGTON, DC, 20011","-77.02843,38.93976",76223515,R
774,"127 QUINCY PL NE, Washington, DC, 20002",Match,Exact,"127 Quincy Pl NE, WASHINGTON, DC, 20002","-77.00613,38.911846",76226605,R
775,"1321 21ST ST NW, Washington, DC, 20036",Match,Exact,"1321 21st St NW, WASHINGTON, DC, 20036","-77.046616,38.907936",76225287,R
776,"1322 MONROE ST NW, Washington, DC, 20010",Match,Exact,"1322 Monroe St NW, WASHINGTON, DC, 20010","-77.03059,38.932056",76224042,L
777,"1325 TAYLOR ST NW, Washington, DC, 20011",Match,Exact,"1325 Taylor St NW, WASHINGTON, DC, 20011","-77.030525,38.94082",76222489,R
778,"1337 SPRING RD NW, Washington, DC, 20010",Match,Exact,"1337 Spring Rd NW, WASHINGTON, DC, 20010","-77.03126,38.936714",76222951,R
779,"1391 FLORIDA AVE NE, Washington, DC, 20002",Match,Exact,"1391 Florida Ave NE, WASHINGTON, DC, 20002","-76.98585,38.900883",76230173,R
780,"1422 EUCLID ST NW, Washington, DC, 20009",Match,Exact,"1422 Euclid St NW, WASHINGTON, DC, 20009","-77.03291,38.92355",76223147,L
781,"1459 S ST NW, Washington, DC, 20009",Match,Exact,"1459 S St NW, WASHINGTON, DC, 20009","-77.0338,38.91411",76223194,R
782,"1513 OAK ST NW, Washington, DC, 20010",Match,Exact,"1513 Oak St NW, WASHINGTON, DC, 20010","-77.0355,38.934612",76222927,R
783,"1519 1ST ST NW, Washington, DC, 20001",Match,Exact,"1519 1st St NW, WASHINGTON, DC, 20001","-77.012146,38.91022",76226497,R
784,"1523 3RD ST NW, Washington, DC, 20001",Match,Exact,"1523 3rd St NW, WASHINGTON, DC, 20001","-77.01517,38.910343",76226470,R
785,"1606 5TH ST NW, Washington, DC, 20001",Match,Exact,"1606 5th St NW, WASHINGTON, DC, 20001","-77.01894,38.9113",76226222,L
786,"1636 MASSACHUSETTS AVE SE, Washington, DC, 20003",Match,Exact,"1636 Massachusetts Ave SE, WASHINGTON, DC, 20003","-76.98166,38.886326",76230936,L
787,"1653 NEW JERSEY AVE NW, Washington, DC, 20001",Match,Exact,"1653 New Jersey Ave NW, WASHINGTON, DC, 20001","-77.01717,38.91212",76224476,R
788,"1700 Q ST NW, Washington, DC, 20009",Match,Exact,"1700 Q St NW, WASHINGTON, DC, 20009","-77.03864,38.911114",76225607,L
789,"1732 BAY ST SE, Washington, DC, 20003",Match,Exact,"1732 Bay St SE, WASHINGTON, DC, 20003","-76.980156,38.886658",76230533,L
790,"1738 PARK RD NW, Washington, DC, 20010",Match,Exact,"1738 Park Rd NW, WASHINGTON, DC, 20010","-77.04002,38.932434",76222822,L
791,"1815 MASSACHUSETTS AVE SE, Washington, DC, 20003",Match,Exact,"1815 Massachusetts Ave SE, WASHINGTON, DC, 20003","-76.97869,38.88503",76243559,R
792,"1924 1ST ST NW, Washington, DC, 20001",Match,Exact,"1924 1st St NW, WASHINGTON, DC, 20001","-77.01217,38.916367",76224640,L
793,"1924 1ST ST NW, Washington, DC, 20001",Match,Exact,"1924 1st St NW, WASHINGTON, DC, 20001","-77.01217,38.916367",76224640,L
794,"1929 19TH ST NW, Washington, DC, 20009",Match,Exact,"1929 19th St NW, WASHINGTON, DC, 20009","-77.043526,38.916145",76222782,R
795,"2026 NORTH CAPITOL ST NW, Washington, DC, 20002",Match,Exact,"2026 N Capitol St NW, WASHINGTON, DC, 20002","-77.00906,38.9174",76224677,L
796,"2035 13TH ST NW, Washington, DC, 20009",Match,Exact,"2035 13th St NW, WASHINGTON, DC, 20009","-77.0296,38.917404",76224285,R
797,"22 RHODE ISLAND AVE NW, Washington, DC, 20001",Match,Exact,"22 Rhode Island Ave NW, WASHINGTON, DC, 20001","-77.00977,38.91654",76224680,L
798,"222 BATES ST NW, Washington, DC, 20001",Match,Exact,"222 Bates St NW, WASHINGTON, DC, 20001","-77.01399,38.910366",76226496,L
799,"224 R ST NE, Washington, DC, 20002",Match,Exact,"224 R St NE, WASHINGTON, DC, 20002","-77.00311,38.912613",76228632,L
800,"23 TODD PL NE, Washington, DC, 20002",Match,Exact,"23 Todd Pl NE, WASHINGTON, DC, 20002","-77.00805,38.916267",76237780,R
801,"2311 1ST ST NW, Washington, DC, 20001",Match,Exact,"2311 1st St NW, WASHINGTON, DC, 20001","-77.01213,38.920383",76224583,R
802,"2435 ONTARIO RD NW, Washington, DC, 20009",Match,Exact,"2435 Ontario Rd NW, WASHINGTON, DC, 20009","-77.040146,38.92213",76223036,R
803,"2532 11TH ST NW, Washington, DC, 20001",Match,Exact,"2532 11th St NW, WASHINGTON, DC, 20001","-77.027054,38.92289",76224243,L
804,"2616 GARFIELD ST NW, Washington, DC, 20008",Match,Exact,"2616 Garfield St NW, WASHINGTON, DC, 20008","-77.05369,38.926567",76222537,L
805,"27 N ST NW, Washington, DC, 20001",Match,Exact,"27 N St NW, WASHINGTON, DC, 20001","-77.01041,38.90725",76243039,R
806,"2723 13TH ST NW, Washington, DC, 20009",Match,Exact,"2723 13th St NW, WASHINGTON, DC, 20009","-77.02969,38.925007",76224104,R
807,"2725 13TH ST NW, Washington, DC, 20009",Match,Exact,"2725 13th St NW, WASHINGTON, DC, 20009","-77.02969,38.925026",76224104,R
808,"28 Q ST NE, Washington, DC, 20002",Match,Exact,"28 Q St NE, WASHINGTON, DC, 20002","-77.008316,38.911125",76226581,L
809,"2825 11TH ST NW, Washington, DC, 20001",Match,Exact,"2825 11th St NW, WASHINGTON, DC, 20001","-77.02702,38.926025",76224107,R
810,"301 K ST NE, Washington, DC, 20002",Match,Exact,"301 K St NE, WASHINGTON, DC, 20002","-77.00197,38.9025",76229724,R
811,"3015 WARDER ST NW, Washington, DC, 20001",Match,Exact,"3015 Warder St NW, WASHINGTON, DC, 20001","-77.01946,38.928978",632575819,R
812,"3320 NEW HAMPSHIRE AVE NW, Washington, DC, 20010",Match,Exact,"3320 New Hampshire Ave NW, WASHINGTON, DC, 20010","-77.02754,38.932114",76224052,L
813,"3467 HOLMEAD PL NW, Washington, DC, 20010",Match,Exact,"3467 Holmead Pl NW, WASHINGTON, DC, 20010","-77.03085,38.933712",76222976,R
814,"36 RHODE ISLAND AVE NE, Washington, DC, 20002",Match,Exact,"36 Rhode Island Ave NE, WASHINGTON, DC, 20002","-77.00774,38.917274",76224706,L
815,"3602 16TH ST NW, Washington, DC, 20010",Match,Exact,"3602 16th St NW, WASHINGTON, DC, 20010","-77.03647,38.936768",610507868,L
816,"3619 14TH ST NW, Washington, DC, 20010",Match,Exact,"3619 14th St NW, WASHINGTON, DC, 20010","-77.032715,38.93644",76222950,R
817,"3813 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"3813 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.02297,38.938087",76223651,R
818,"3821 14TH ST NW, Washington, DC, 20011",Match,Exact,"3821 14th St NW, WASHINGTON, DC, 20011","-77.032715,38.938084",76222492,R
819,"39 U ST NE, Washington, DC, 20002",Match,Exact,"39 U St NE, WASHINGTON, DC, 20002","-77.00791,38.91697",76224703,R
820,"43 HANOVER PL NW, Washington, DC, 20001",Match,Exact,"43 Hanover Pl NW, WASHINGTON, DC, 20001","-77.00972,38.90791",635190660,L
821,"432 EVARTS ST NE, Washington, DC, 20017",Match,Exact,"432 Evarts St NE, WASHINGTON, DC, 20017","-76.99991,38.924522",632575781,L
822,"450 M ST NW, Washington, DC, 20001",Match,Exact,"450 M St NW, WASHINGTON, DC, 20001","-77.01758,38.905632",76226269,L
823,"513 JEFFERSON ST NW, Washington, DC, 20011",Match,Exact,"513 Jefferson St NW, WASHINGTON, DC, 20011","-77.020195,38.955383",76223402,R
824,"5310 CONNECTICUT AVE NW, Washington, DC, 20015",Tie,,,-77.0751797,38.9598579,
825,"610 NEWTON PL NW, Washington, DC, 20010",Match,Exact,"610 Newton Pl NW, WASHINGTON, DC, 20010","-77.02231,38.933945",76224138,L
826,"622 ROCK CREEK CHURCH RD NW, Washington, DC, 20010",Match,Exact,"622 Rock Creek Church Rd NW, WASHINGTON, DC, 20010","-77.020004,38.93719",76239142,L
827,"642 15TH ST NE, Washington, DC, 20002",Match,Exact,"642 15th St NE, WASHINGTON, DC, 20002","-76.983665,38.89822",76230414,L
828,"714 VARNUM ST NW, Washington, DC, 20011",Match,Exact,"714 Varnum St NW, WASHINGTON, DC, 20011","-77.02198,38.943027",76223633,L
829,"726 GIRARD ST NW, Washington, DC, 20001",Match,Exact,"726 Girard St NW, WASHINGTON, DC, 20001","-77.023186,38.926094",76224195,L
830,"728 GIRARD ST NW, Washington, DC, 20001",Match,Exact,"728 Girard St NW, WASHINGTON, DC, 20001","-77.02321,38.92609",76224195,L
831,"730 GIRARD ST NW, Washington, DC, 20001",Match,Exact,"730 Girard St NW, WASHINGTON, DC, 20001","-77.023224,38.92609",76224195,L
832,"732 GIRARD ST NW, Washington, DC, 20001",Match,Exact,"732 Girard St NW, WASHINGTON, DC, 20001","-77.02325,38.92609",76224195,L
833,"735 12TH ST SE, Washington, DC, 20003",Match,Exact,"735 12th St SE, WASHINGTON, DC, 20003","-76.990265,38.88086",76230849,R
834,"737 IRVING ST NW, Washington, DC, 20010",Match,Exact,"737 Irving St NW, WASHINGTON, DC, 20010","-77.02369,38.92906",635190462,R
835,"801 9TH ST NE, Washington, DC, 20002",Match,Exact,"801 9th St NE, WASHINGTON, DC, 20002","-76.99374,38.900257",76229799,R
